,SNR,SNR,SNR,Signal,Signal,Signal,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_1,Spectrum_2,Spectrum_3
Continuum_1,21.523,15.282,17.579,5.422,3.371,3.182,0.252,0.221,0.181
Continuum_2,19.254,17.987,15.683,3.980,2.275,2.228,0.207,0.126,0.142
Continuum_3,20.907,20.872,17.539,3.317,1.872,1.724,0.159,0.090,0.098
