,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.015,0.020,0.020,0.037,0.030
Continuum_2,0.011,0.013,0.015,0.029,0.023
Continuum_3,0.010,0.012,0.012,0.022,0.018
