,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.099,0.185,0.223,0.709,0.513
Continuum_2,0.085,0.164,0.185,0.609,0.442
Continuum_3,0.068,0.137,0.148,0.514,0.377
