,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,2.101,2.944,4.381,6.760,7.907,8.453,10.314,10.702,13.337,13.959,13.253,15.072,15.494,13.113,9.257,7.369,5.284,4.363,4.351,3.305
Continuum_2,3.644,4.537,6.508,7.418,10.262,10.110,12.368,13.948,14.712,15.402,22.339,17.940,16.540,15.510,11.868,9.456,7.322,6.500,5.921,4.496
Continuum_3,2.963,3.951,5.303,6.931,10.250,9.489,12.874,12.698,16.267,17.531,20.848,20.274,15.530,13.586,12.327,10.070,7.388,6.542,5.294,4.081
