,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.5738,1.4925,1.3479,19.0493,0.3406
r_e error,55.5444,14.0381,8.7861,40.6197,5.3088
n error,2.7903,0.2292,0.2571,24.2402,0.1219
x_0 error,0.5034,8.1285,12.1639,0.0115,0.2595
