,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.4557,0.1892,0.0490,1.4082,0.0225
r_e error,732.7642,8.1451,6.9066,26.3918,12.9021
n error,2.1759,4.3743,0.1353,7.3474,0.2931
x_0 error,617.7675,0.3326,10.3593,0.1884,0.0409
