,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.7375,54.3214,0.9614,1.1225,1.1798
r_e error,541.5846,48.9518,2.9482,501.2309,153.5597
n error,1.4457,192.2866,0.0889,15.3607,2.3282
x_0 error,617.0683,0.8277,4.6553,0.0686,0.0017
