,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,1.4569,0.3108,3.5919,0.0703,0.3844
r_e,53.8603,0.6818,12.3184,43.3857,57.7284
n,0.1533,2.4366,0.2278,4.6278,2.8546
x_0,28.3254,24.6074,33.8212,50.1567,59.3653
