,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.1158,1.4820,0.6962,0.2329,1.8553
r_e,49.7964,2.0700,5.2515,29.5147,2.9298
n,1.5500,0.1163,0.3443,1.5039,1.9913
x_0,17.4725,25.2596,30.8967,50.2106,59.5881
