,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.1036,0.1935,5.0482,0.0641,0.0547
r_e,49.3147,10.6873,0.0406,42.2864,14.7859
n,0.3961,0.9121,0.2564,1.9818,3.9884
x_0,19.5031,24.8610,32.6372,49.1658,58.7469
