,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,1.0657,0.1931,0.0778,0.1338,0.4354
r_e,1.0644,33.1045,85.2455,26.3143,5.3026
n,0.1465,1.9063,0.3867,1.6995,3.4452
x_0,15.2728,24.9342,10.8334,49.2729,58.8702
