,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0835,0.1082,0.5300,0.0393,0.0362
r_e,49.9816,7.4591,0.0412,49.8415,16.7456
n,0.1927,0.5480,3.6531,2.0866,2.5928
x_0,19.9194,25.4877,34.9624,50.1742,59.7614
