,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.7564,0.2562,5.6550,1.6152,2.0505
r_e,6.5355,23.2818,7.8257,6.5589,49.2651
n,0.4356,1.9813,0.1407,2.7205,1.6199
x_0,17.7603,22.4308,37.9385,49.8342,58.6457
