,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.1143,0.2084,0.1923,0.1409,0.0624
r_e,28.6334,1.3470,13.5630,2.9082,49.9082
n,0.1070,0.1546,0.2340,1.7299,1.9077
x_0,15.6265,24.5714,34.7314,50.3111,59.4891
