,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,9.889,21.462,17.224,11.324
Continuum_2,13.389,21.956,14.428,12.659
Continuum_3,15.136,27.022,18.273,14.901
