,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,0.011,0.026,0.013,0.009
Continuum_2,0.011,0.025,0.014,0.007
Continuum_3,0.011,0.018,0.009,0.006
