,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.8976,2.3483,1.8247,0.3619,4.6239
r_e error,0.5262,2.5642,0.6141,1.2489,0.5816
n error,0.1150,0.7937,0.2634,0.2633,0.3258
x_0 error,2.0564,3.3136,0.9592,0.1683,0.8865
