,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.4390,33.8322,3.0893,0.2232,3.9283
r_e error,0.4418,21.6070,3.1170,5.9366,0.4857
n error,0.0790,2.3364,0.3174,0.2994,0.3827
x_0 error,0.5222,1.3258,5.0089,0.2490,0.5122
