,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,4.0141,3.4601,4.7950,0.6814,8.8422
r_e,10.0000,2.5201,3.0000,29.3918,1.8802
n,0.7795,0.1006,0.3189,2.7332,0.5394
x_0,31.4152,40.0401,44.0346,58.8324,62.8248
