,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.1760,0.2232,0.1770,0.2210,0.2048
r_e,10.0000,2.0313,3.0000,11.4863,2.2081
n,1.1919,0.2763,0.4086,1.2950,0.3357
x_0,30.1089,38.9443,44.0346,58.9940,62.8248
