,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,2.6152,5.0000,2.7689,6.1659,4.1180
r_e,5.7829,0.6539,1.7894,6.3844,1.1403
n,2.0182,0.3872,0.1758,1.3991,0.6673
x_0,31.9710,40.4202,44.0001,60.5692,65.6190
