,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,2.4799,2.3206,4.5607,1.8863,11.0830
r_e,10.0000,3.0000,3.0000,12.8447,2.1090
n,0.9401,0.2084,0.4498,1.6745,0.4926
x_0,31.4673,37.7089,44.0346,59.8852,62.8249
