,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0758,0.1615,0.0879,0.0983,0.1735
r_e,14.7968,2.4162,5.0286,13.2555,2.4665
n,1.4810,0.3276,0.4872,1.6645,0.5993
x_0,30.4749,39.6532,45.9755,58.7743,62.2694
