Name,Flux,Error_flux
Hbeta,3.23830551156419,0.133928405271119
Halpha,16.528278228312484,0.158091645117641
[SII]6716,2.515374042564202,0.14442295551309753
[SII]6731,1.7023298577549704,0.04886619146784445
HeII4687,0.0,0.013415631006451103
HeI5876,0.3619519629513343,0.03992958521878544
[OIII]4959,0.21570892366747066,0.05514676310863844
[OIII]5007,0.647126771002412,0.05514676310863844
[OI]6300,0.13938564528883676,0.05127848349944277
[OI]6364,0.046461881762945585,0.05127848349944277
[NII]6548,1.5380659970912323,0.1350195706672445
[NII]6583,4.614197991273697,0.1350195706672445
