,SNR,Signal,Noise
Component_1,24.694,14.172,0.574
Component_2,1.617,13.581,8.399
Component_3,7.472,37.137,4.970
Component_4,10.843,29.125,2.686
Component_5,19.480,29.267,1.502
Component_6,9.129,3.406,0.373
