,SNR,Signal,Noise
Component_1,220.034,96.689,0.439
Component_2,2.622,3.340,1.274
Component_3,6.552,8.928,1.363
Component_4,10.054,9.740,0.969
Component_5,20.591,14.372,0.698
Component_6,28.194,10.273,0.364
