,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,60.779,5.194,1.871,0.026,0.001
Green,3.584,26.424,16.439,0.019,0.000
Magenta,0.000,1.977,13.422,0.000,0.000
Orange,34.695,64.909,66.830,98.739,17.743
Chocolate,0.942,1.496,1.438,1.216,82.256
