,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,71.342,0.000,0.000,0.000,0.000
Green,25.365,78.301,59.898,5.375,8.146
Purple,0.000,0.004,0.475,0.000,0.000
Orange,2.967,20.921,38.554,93.811,8.371
Chocolate,0.326,0.774,1.072,0.815,83.483
