,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,59.049,1.406,0.238,0.000,0.000
Green,0.000,27.330,20.136,0.000,0.000
Purple,0.000,0.000,0.000,0.000,0.000
Orange,40.636,70.664,78.950,99.410,28.009
Chocolate,0.316,0.600,0.677,0.590,71.991
