,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.4161,0.0097,0.0935,0.1359,0.0044
r_e,8.3235,10.9441,26.3348,31.0185,9.5500
n,1.9034,4.1510,3.3730,0.1516,3.9804
x_0,49.7905,73.7734,116.7482,42.1032,26.6777
