Name,Flux,Error_flux
Hgamma,3.154391017051855,0.22293551858370622
Hbeta,7.575936558886718,0.40138929740580803
Halpha,33.457025007638954,0.3950502448744632
[SII]6716,5.1064478884297015,0.17320293543226656
[SII]6731,3.700629453515864,0.1605063309168813
HeII4687,0.0,0.033636463992701454
HeI5876,1.1047831197970857,0.06933400407785982
[OIII]4959,3.592057981935598,0.9367973100956888
[OIII]5007,10.776173945806795,0.9367973100956888
[OI]6300,0.29918561218664086,0.0803294239718953
[OI]6364,0.09972853739554695,0.0803294239718953
[NII]6548,2.4063242747583016,0.43001266401481336
[NII]6583,7.218972824274905,0.43001266401481336
