,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,7.312,8.109,8.958,6.443
Continuum_2,11.550,12.229,13.439,11.224
Continuum_3,11.686,11.767,13.596,11.209
