,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,7.312,8.109,8.958,6.443,0.375,0.361,0.420,0.300,0.051,0.045,0.047,0.047
Continuum_2,11.550,12.229,13.439,11.224,0.365,0.350,0.409,0.322,0.032,0.029,0.030,0.029
Continuum_3,11.686,11.767,13.596,11.209,0.313,0.303,0.359,0.280,0.027,0.026,0.026,0.025
