,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,3.486,4.342,7.527,2.425,0.087,0.144,0.306,0.063,0.025,0.033,0.041,0.026
Continuum_2,6.086,8.522,13.363,5.687,0.092,0.156,0.321,0.087,0.015,0.018,0.024,0.015
Continuum_3,6.060,8.942,16.210,7.290,0.068,0.128,0.279,0.075,0.011,0.014,0.017,0.010
