Name,Flux,Error flux
Hgamma,0.6752962639682982,0.08677736894168907
Hbeta,1.3788498233590534,0.09831126919858549
Halpha,5.619946524746895,0.08163882599924331
[SII]6716,0.9136096824447426,0.06898161254707705
[SII]6731,0.6693243434905859,0.04930344619884674
HeII4687,0.12234910974203819,0.019575720221079115
HeI5876,0.034850447079809194,0.03373262265339189
[OIII]5007_d,1.0820960881129535,0.09512982680856043
[OI]6300_d,0.13705150278338174,0.022130540275324326
[NII]6583_d,2.384374366067066,0.06339597032034536
