Name,Flux,Error flux
Hgamma,0.07884894831051485,0.035145259767344145
Hbeta,0.25576034034928435,0.044124224978995194
Halpha,0.752418824657456,0.037182300072062205
[SII]6716,0.13044567191380277,0.03559536981224179
[SII]6731,0.13409743515607472,0.02362728938388799
HeII4687,0.015077331693552291,0.030863064250632375
HeI5876,0.06149728768969961,0.02844972247327163
[OIII]5007_d,0.15760291150947145,0.0390907887847213
[OI]6300_d,0.011352329166309502,0.01804501688659299
[NII]6583_d,0.4017103322029713,0.029724008943263942
