,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.1433,0.0354,0.0433,0.1335,0.0496
r_e,2.2446,18.4131,41.7785,0.0786,0.0000
n,0.9180,1.8285,1.6457,4.4999,0.8523
x_0,32.7220,46.6002,61.8315,80.1505,100.5415
