,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.8211,0.0455,0.0458,2.4313,0.0000
r_e,0.1530,19.9742,39.6820,0.0229,0.5190
n,1.3972,1.3784,1.4104,0.2308,0.5324
x_0,32.8313,47.2846,62.5471,80.9636,100.7883
