,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0775,0.3264,0.1868,0.0128,0.7997
r_e,9.7837,3.1911,15.2031,37.8729,0.0864
n,2.5924,1.5908,1.4051,2.0690,1.4566
x_0,32.6686,46.0798,62.1469,80.0820,99.9088
