,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.069,0.045,0.052,0.042,0.052
Continuum_2,0.069,0.041,0.045,0.037,0.047
Continuum_3,0.068,0.036,0.040,0.030,0.043
