,SNR,SNR,SNR,Signal,Signal,Signal,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_1,Spectrum_2,Spectrum_3
Continuum_1,6.986,7.813,8.874,0.335,0.348,0.450,0.048,0.045,0.051
Continuum_2,11.273,11.970,13.544,0.321,0.343,0.450,0.028,0.029,0.033
Continuum_3,11.682,11.772,12.469,0.275,0.297,0.395,0.024,0.025,0.032
