,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0209,0.2098,0.1052,0.1786,0.0536
r_e,26.5243,12.8826,3.0860,9.4455,8.4048
n,2.5666,0.3925,0.1000,1.4648,1.4531
x_0,30.0174,37.7765,41.6273,59.1789,63.3154
