,Component 1,Component 2,Component 3,Component 4
I_e,3.3788,3.2027,1.6946,3.2081
r_e,3.0130,4.8785,40.9795,0.0299
n,0.5336,1.8154,0.0872,1.6405
x_0,19.1538,67.5534,48.0609,32.2573
