,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.8505,2.0677,0.7563,0.1542,1.1684
r_e,9.2600,7.0729,3.5677,188.0462,9.8966
n,1.5521,2.1260,0.9096,1.3542,0.1166
x_0,19.0502,67.3737,47.6297,34.0396,79.4318
