,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.5993,1.4662,0.8652,0.3997,0.2884
r_e error,6.3326,3.0336,3.2199,479.9940,12.3139
n error,0.4976,0.4179,0.8827,1.2930,0.1434
x_0 error,0.1261,0.0506,0.2584,3.0587,10.6618
