,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,11.066,12.216,13.082,20.128
Continuum_2,13.067,12.709,13.164,17.499
Continuum_3,11.809,13.418,12.647,18.033
