,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.8689,1.2988,0.3810,0.1650,0.3593
r_e,6.2799,2.1243,14.6094,1.0815,3.8137
n,1.0836,0.7741,1.2793,0.4030,1.2145
x_0,27.0995,47.7150,52.0031,60.7765,70.3050
