,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,1.0000,2.0000,1.0000,1.0000,1.0000
r_e,19.8680,15.8934,15.1234,30.1216,8.6497
n,2.3757,2.1487,1.2055,1.9586,1.2014
x_0,27.6662,48.9827,52.0000,59.4248,74.8512
