,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,1.0000,2.0000,1.0000,1.0000,0.9736
r_e,12.5435,10.4182,15.2378,17.6371,6.4480
n,1.7281,1.6756,0.8258,1.4228,0.8347
x_0,26.9648,48.3070,52.0000,58.6815,74.1269
