,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.2486,0.7191,0.0387,0.3120,0.1989
r_e,10.0000,3.0000,2.9987,7.0000,5.0000
n,1.4666,0.7452,0.9993,0.8209,0.6063
x_0,28.3706,49.0712,52.9985,59.1737,73.0000
