,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,1.0000,2.0000,1.0000,1.0000,1.0000
r_e,18.2896,11.7655,9.0871,21.9776,7.8523
n,2.3629,2.0075,0.1000,1.7953,0.9560
x_0,28.5785,49.9492,56.7802,60.0942,75.0000
