,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.152,0.317,0.243,0.090,0.029
Continuum_2,0.143,0.280,0.241,0.095,0.028
Continuum_3,0.129,0.248,0.232,0.093,0.026
