,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,10.055,16.578,15.158,7.649,2.963
Continuum_2,3.569,6.901,6.205,3.311,1.104
Continuum_3,8.108,13.291,14.191,8.756,2.661
