,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.015,0.019,0.016,0.012,0.010
Continuum_2,0.040,0.041,0.039,0.029,0.025
Continuum_3,0.016,0.019,0.016,0.011,0.010
