,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,1.2247,0.1363,0.0619,0.7375,5.7191
r_e,8.0326,2.4802,23.9476,11.1462,5.1261
n,1.8140,3.6522,2.7386,2.0816,0.5477
x_0,30.2972,38.9285,42.8349,58.7959,60.2481
