,Component 1,Component 2,Component 3,Component 4
I_e,1.1459,0.3132,1.1084,5.5687
r_e,8.9258,1.5131,2.1094,6.4903
n,1.8572,0.0280,0.7909,1.0055
x_0,30.3304,38.8244,42.8039,59.4559
