,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,8.515,5.892,11.658,4.398
Continuum_2,11.482,10.624,20.601,9.202
Continuum_3,11.852,10.121,26.685,12.566
