,Component 1,Component 2,Component 3,Component 4
I_e,1.5385,0.5465,0.0213,0.4010
r_e,1.4716,5.4565,0.6948,50.0000
n,0.6315,0.3756,3.5573,0.8994
x_0,43.7409,55.5180,62.3113,45.0000
