,Component 1,Component 2,Component 3,Component 4
I_e error,1.4028,0.2013,36.0542,0.1445
r_e error,0.6291,4.8607,624.2854,13.5146
n error,0.7772,0.2616,6824.0417,0.2513
x_0 error,0.2011,5.5647,0.2685,1.3126
