,Component 1,Component 2,Component 3,Component 4
I_e,0.7628,0.5072,0.0001,0.3817
r_e,2.0882,6.8745,0.7795,51.7045
n,1.1787,0.5315,9.3321,0.7531
x_0,43.3294,54.8621,62.1628,36.8006
