,Component 1,Component 2,Component 3,Component 4
I_e,0.0764,0.0190,0.0051,0.0145
r_e,1.0796,10.0000,21.9608,58.1502
n,0.7764,0.8856,0.1000,0.8333
x_0,42.8653,55.5100,63.5481,29.5692
