,Component 1,Component 2,Component 3,Component 4
I_e,0.0198,1.5881,0.0154,0.0101
r_e,10.0000,0.0206,13.4250,50.1161
n,1.1927,9.9873,0.9694,0.7981
x_0,44.1253,55.9362,63.5481,27.5716
