,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,6.986,8.109,8.756,5.856
Continuum_2,11.273,12.229,13.471,10.269
Continuum_3,11.682,11.767,13.298,10.239
