,SNR,Signal,Noise
Component_1,11.132,0.112,0.010
Component_2,5.557,0.113,0.020
Component_3,11.955,0.206,0.017
Component_4,13.801,0.548,0.040
Component_5,1.481,0.042,0.029
Component_6,6.284,0.189,0.030
Component_7,36.919,0.510,0.014
